fairness_name,dataset_name,num_epochs,learning_rate,CUSTOM_MAX,train_size,test_size,eta,gamma_0,gamma_1,information_0,information_1,feature_size_0,feature_size_1,fairness_weight,objective_loss_train,alpha_loss_train_00,alpha_loss_train_01,alpha_loss_train_10,alpha_loss_train_11,objective_loss_test,alpha_loss_test_00,alpha_loss_test_01,alpha_loss_test_10,alpha_loss_test_11,timestamp
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,2.0,0.17744652926921844,0.017025195062160492,0.02286694198846817,0.004183769226074219,0.013156473636627197,0.2034798115491867,0.01760910451412201,0.023325592279434204,0.020247161388397217,0.05893963575363159,1697217523000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,2.2237494395238944,0.17878727614879608,0.014403045177459717,0.019345074892044067,0.010401427745819092,0.032709360122680664,0.20186738669872284,0.015035539865493774,0.019916575402021408,0.02560889720916748,0.07454794645309448,1697217532000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,2.4725307848914166,0.18639634549617767,0.014436081051826477,0.01938944309949875,0.006151378154754639,0.019344210624694824,0.2097112089395523,0.014979250729084015,0.019842013716697693,0.009488523006439209,0.02762138843536377,1697217540000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,2.749144473553931,0.19074276089668274,0.012311160564422607,0.016535412520170212,0.0020920634269714355,0.006578624248504639,0.21163985133171082,0.012221187353134155,0.016188614070415497,0.011617779731750488,0.033819615840911865,1697217549000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,3.0567042411178824,0.19734764099121094,0.009904064238071442,0.01330237090587616,0.0012308359146118164,0.003870844841003418,0.2123185247182846,0.009416162967681885,0.012472942471504211,0.012004971504211426,0.03494685888290405,1697217558000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,3.398672171488101,0.1932348608970642,0.008967198431491852,0.012044034898281097,0.00632399320602417,0.019887149333953857,0.20999446511268616,0.008183173835277557,0.010839708149433136,0.02150624990463257,0.06260514259338379,1697217567000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,3.778897668236059,0.20852726697921753,0.009686671197414398,0.013010375201702118,0.017158985137939453,0.05395972728729248,0.2248823195695877,0.008988507091999054,0.011906459927558899,0.004188358783721924,0.012192606925964355,1697217576000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,4.201660785879044,0.21285682916641235,0.007626734673976898,0.010243639349937439,0.008976936340332031,0.028229713439941406,0.2243063747882843,0.006310410797595978,0.008358992636203766,0.0030919909477233887,0.009000778198242188,1697217585000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,4.671720408834024,0.2117193639278412,0.005180574953556061,0.006958145648241043,0.02403375506401062,0.0755787193775177,0.2186838537454605,0.004565402865409851,0.006047479808330536,0.03723326325416565,0.10838666558265686,1697217593000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,5.1943678203785,0.22411440312862396,0.004423022270202637,0.005940668284893036,0.0046503543853759766,0.014624208211898804,0.231443852186203,0.002865225076675415,0.0037953630089759827,0.0043190717697143555,0.01257285475730896,1697217602000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,5.7754862646238205,0.23309926688671112,0.0031202584505081177,0.004190891981124878,0.002360314130783081,0.0074221789836883545,0.23939819633960724,0.0011421442031860352,0.0015129372477531433,0.009016752243041992,0.026247799396514893,1697217611000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,6.4216171719675845,0.2403370589017868,0.0028900951147079468,0.0038817375898361206,0.009488821029663086,0.029839247465133667,0.2427239567041397,0.002129688858985901,0.0028210654854774475,0.018659323453903198,0.05431756377220154,1697217620000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,7.140033793499966,0.25886183977127075,0.002199314534664154,0.00295393168926239,0.00863569974899292,0.02715662121772766,0.2596798539161682,0.0008474290370941162,0.0011225342750549316,0.0019385814666748047,0.005643308162689209,1697217629000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,7.9388230732386065,0.2730371356010437,0.001615762710571289,0.002170167863368988,0.010260075330734253,0.032264769077301025,0.2705518305301666,0.00035378336906433105,0.00046860426664352417,0.003618597984313965,0.010533750057220459,1697217637000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,8.826976679796855,0.2793983221054077,0.00104435533285141,0.0014027133584022522,0.0013834834098815918,0.004350602626800537,0.2762908339500427,8.597970008850098e-06,1.138448715209961e-05,0.010079294443130493,0.02934110164642334,1697217646000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,9.814492222194371,0.2930281162261963,0.0010474920272827148,0.0014068856835365295,0.01350286602973938,0.04246225953102112,0.2861853837966919,0.0005549639463424683,0.0007351413369178772,0.02212214469909668,0.06439802050590515,1697217655000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,10.912485789158175,0.30577006936073303,0.0015134215354919434,0.002032727003097534,0.011710762977600098,0.03682661056518555,0.29663777351379395,0.0007916167378425598,0.0010486021637916565,0.019960641860961914,0.05810561776161194,1697217664000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,12.133317078726476,0.31768500804901123,0.0009178817272186279,0.0012328550219535828,0.006729811429977417,0.021163105964660645,0.3104526698589325,0.00012350082397460938,0.00016361474990844727,0.012468695640563965,0.03629666566848755,1697217672000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,13.490728526691848,0.3212907612323761,0.0004879087209701538,0.0006553158164024353,0.004285484552383423,0.013476520776748657,0.3135267198085785,3.725290298461914e-08,4.470348358154297e-08,0.011236965656280518,0.03271099925041199,1697217681000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,15.000000000000004,0.33868539333343506,0.0004997327923774719,0.00067119300365448,0.003569558262825012,0.011225000023841858,0.3292086124420166,0.0001548081636428833,0.0002050548791885376,0.008721962571144104,0.025389790534973145,1697217690000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,0.5,0.17202876508235931,0.025037705898284912,0.033628709614276886,0.014570355415344238,0.045818984508514404,0.1924823671579361,0.02585449069738388,0.03424772620201111,0.030260145664215088,0.0880880355834961,1697217699000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,0.5494464013827624,0.17702072858810425,0.02527797967195511,0.03395145386457443,0.007857084274291992,0.0247078537940979,0.1965540200471878,0.02587462216615677,0.034274399280548096,0.02284032106399536,0.06648880243301392,1697217708000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.4,0.2,0.1,0.2,0.5,10,242,0.6037826959849352,0.18025140464305878,0.020580172538757324,0.02764170616865158,0.01822805404663086,0.05732148885726929,0.19715991616249084,0.021070927381515503,0.027911290526390076,0.0324137806892395,0.09435701370239258,1697217716000
