fairness_name,dataset_name,num_epochs,learning_rate,CUSTOM_MAX,train_size,test_size,eta,gamma_0,gamma_1,information_0,information_1,feature_size_0,feature_size_1,fairness_weight,objective_loss_train,alpha_loss_train_00,alpha_loss_train_01,alpha_loss_train_10,alpha_loss_train_11,objective_loss_test,alpha_loss_test_00,alpha_loss_test_01,alpha_loss_test_10,alpha_loss_test_11,timestamp
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,6.4216171719675845,0.3075108230113983,0.0006471425294876099,0.004994139075279236,0.003110915422439575,0.05426827073097229,0.33948928117752075,0.0030901432037353516,0.025954902172088623,0.01139417290687561,0.21452537178993225,1697211830000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,7.140033793499966,0.313004732131958,0.0004362538456916809,0.0033666566014289856,0.0023094117641448975,0.040286362171173096,0.3439071774482727,0.00290796160697937,0.02442467212677002,0.010747522115707397,0.2023501843214035,1697211839000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,7.9388230732386065,0.32284924387931824,0.0005997046828269958,0.004628114402294159,0.001893848180770874,0.0330374538898468,0.3509533703327179,0.0032219141721725464,0.027061372995376587,0.009261220693588257,0.1743663102388382,1697211848000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,8.826976679796855,0.32901039719581604,0.00047051161527633667,0.003631003201007843,0.0013765990734100342,0.024012863636016846,0.35196444392204285,0.0029373914003372192,0.024671807885169983,0.0087679922580719,0.16508041322231293,1697211857000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,9.814492222194371,0.33721208572387695,4.2244791984558105e-06,3.2529234886169434e-05,0.0017012059688568115,0.02967625856399536,0.359699010848999,0.0028102248907089233,0.02360367774963379,0.008449852466583252,0.15908963978290558,1697211865000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,10.912485789158175,0.346881628036499,0.0005083978176116943,0.003923237323760986,0.0010378658771514893,0.018105268478393555,0.369458943605423,0.0027357935905456543,0.0229785293340683,0.00709119439125061,0.13351082801818848,1697211874000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,12.133317078726476,0.3565957844257355,0.00034536421298980713,0.002665281295776367,0.0012716948986053467,0.022184133529663086,0.37245792150497437,0.00253981351852417,0.021332591772079468,0.006529957056045532,0.12294290959835052,1697211883000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,13.490728526691848,0.3662956953048706,0.0004842132329940796,0.0037366151809692383,0.0005140900611877441,0.008968144655227661,0.3811396360397339,0.002485498785972595,0.02087630331516266,0.005321413278579712,0.10018962621688843,1697211892000
Beta,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,15.000000000000004,0.38206982612609863,0.0001697242259979248,0.0013098418712615967,0.0008016824722290039,0.013985604047775269,0.3943714499473572,0.0019974857568740845,0.01677727699279785,0.004709899425506592,0.08867508172988892,1697211900000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.5,0.2894599735736847,0.0055385008454322815,0.04274111986160278,0.0027819275856018066,0.048529744148254395,0.3293537497520447,0.006876662373542786,0.05775849521160126,0.012229830026626587,0.23025742173194885,1697211910000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.5494464013827624,0.2909919321537018,0.004861824214458466,0.037519343197345734,0.0021929144859313965,0.03825390338897705,0.3300682604312897,0.006950594484806061,0.05837959051132202,0.01225849986076355,0.23079794645309448,1697211918000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.6037826959849352,0.2948010563850403,0.004708938300609589,0.036339424550533295,0.0023042261600494385,0.04019603133201599,0.3341643512248993,0.006444066762924194,0.05412513017654419,0.01179930567741394,0.22215409576892853,1697211926000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.6634924590522101,0.3011968433856964,0.004893489181995392,0.03776354342699051,0.0017549693584442139,0.03061392903327942,0.33732300996780396,0.006891787052154541,0.05788560211658478,0.011056900024414062,0.2081756293773651,1697211935000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.7291070879416733,0.30344316363334656,0.0041966512799263,0.03238601237535477,0.0020952224731445312,0.03654983639717102,0.3395027220249176,0.006063356995582581,0.05092760920524597,0.010793954133987427,0.20322366058826447,1697211943000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.8012105313844353,0.3082011640071869,0.003655634820461273,0.02821088582277298,0.0016900897026062012,0.029482275247573853,0.34081974625587463,0.005748376250267029,0.04828193783760071,0.010647684335708618,0.20046980679035187,1697211951000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.8804444864382975,0.31514865159988403,0.0031957775354385376,0.02466222643852234,0.0010838806629180908,0.018907487392425537,0.3479268252849579,0.005417853593826294,0.04550576210021973,0.009929895401000977,0.1869562715291977,1697211959000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,0.9675141093816337,0.3221312463283539,0.0027457475662231445,0.021189242601394653,0.0010514557361602783,0.01834285259246826,0.3548855483531952,0.00512947142124176,0.043083563446998596,0.009286850690841675,0.17484892904758453,1697211968000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.063194291373574,0.32784074544906616,0.00236395001411438,0.01824289560317993,0.0007999539375305176,0.013955026865005493,0.35603755712509155,0.004769682884216309,0.04006168246269226,0.008648782968521118,0.16283603012561798,1697211976000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.1683365547318127,0.33291104435920715,0.002021610736846924,0.015601053833961487,0.0012764036655426025,0.022266626358032227,0.35936617851257324,0.0043249428272247314,0.036326244473457336,0.008251458406448364,0.15535560250282288,1697211984000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.2838766312026584,0.333285391330719,0.002120763063430786,0.01636633276939392,0.0005303621292114258,0.009251385927200317,0.3577793836593628,0.004196032881736755,0.035243451595306396,0.008083939552307129,0.15220127999782562,1697211992000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.4108427896674494,0.3456966280937195,0.0016410350799560547,0.012663975358009338,0.00012499094009399414,0.0021799206733703613,0.36822476983070374,0.0038468092679977417,0.03231032192707062,0.006918370723724365,0.1302557736635208,1697212000000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.5503649873991951,0.35107678174972534,0.0010482817888259888,0.008089631795883179,0.0005926191806793213,0.010337144136428833,0.3718821108341217,0.0031564533710479736,0.026511743664741516,0.006796926259994507,0.1279698610305786,1697212009000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.7036849263126388,0.36189043521881104,0.0011003166437149048,0.008491352200508118,0.0003814995288848877,0.006655752658843994,0.37915921211242676,0.003074556589126587,0.02582387626171112,0.00606459379196167,0.114182248711586,1697212017000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,1.8721671037050718,0.3672928512096405,0.0011845678091049194,0.009141296148300171,3.4242868423461914e-05,0.0005973875522613525,0.38217785954475403,0.002934083342552185,0.024644017219543457,0.005740761756896973,0.10808350145816803,1697212025000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,2.0573109558358813,0.378111332654953,0.0005492419004440308,0.004238709807395935,0.00033718347549438477,0.005882740020751953,0.3917413055896759,0.0021499693393707275,0.01805807650089264,0.005208879709243774,0.09807060658931732,1697212033000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,2.2607642024187125,0.3857930898666382,0.0005142390727996826,0.003968298435211182,0.00035512447357177734,0.006194859743118286,0.39803898334503174,0.001908332109451294,0.01602862775325775,0.0042958855628967285,0.0808807760477066,1697212042000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,2.4843375107878645,0.39727506041526794,0.0005707740783691406,0.004404723644256592,0.00031685829162597656,0.005526900291442871,0.4070628583431244,0.00173109769821167,0.014539837837219238,0.003556191921234131,0.06695437431335449,1697212050000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,2.730020610245204,0.4068092405796051,0.0006246864795684814,0.004820823669433594,7.18533992767334e-05,0.0012534260749816895,0.4153108298778534,0.0017994940280914307,0.015114188194274902,0.0027962327003479004,0.05264633893966675,1697212058000
Alpha,synthetic,100,0.0001,MAX,6000,6000,0.1,0.2,0.1,0.2,0.02,10,242,3.0,0.41343435645103455,0.0002731531858444214,0.0021080374717712402,0.0002084970474243164,0.003637641668319702,0.4204274117946625,0.0011675506830215454,0.009806424379348755,0.0029777884483337402,0.05606451630592346,1697212066000
